resume_id,split,masco_code,masco_role_title,premerge_masco_code,sparsity_action,source_parent_role_id,target_esco_code,target_esco_title,previous_esco_codes,text,compose_text_format
178605,train,252403,Data Analyst,252403,retained_granular_class,R02,2511.3,data analyst,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 3.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
179253,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,4412.2,"title postman/postwoman ; skills protecting privacy and personal data, developing professional relationships or networks, accepting feedback ; duration 3.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
181777,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
181988,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 1.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
182418,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,1439.1;1420.3,"title call centre manager ; skills analysing business operations, directing operational activities, directing, supervising and coordinating projects ; duration 1.25 years || title sales account manager ; skills promoting products, services, or programs, negotiating and managing contracts and agreements, maintaining operational records ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
186642,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,5132.1.2;3343.1;3412.3;3343.1,"title cocktail bartender ; skills creating visual displays and decorations, preparing food and drinks, developing recipes or menus ; duration 2.75 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 1.25 years || title life coach ; skills coaching and mentoring, developing professional relationships or networks, counselling on personal, family or social issues ; duration 1.75 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
187273,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,4120.1,"title secretary ; skills performing general clerical and administrative tasks, managing, gathering and storing digital data, communicating with colleagues and clients ; duration 1.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
188048,train,283303,Interpreter,283303,retained_granular_class,R05,2643.2,interpreter,2354.1;2353.1;2330.1.12,"title music teacher ; skills leading and motivating, coaching and mentoring, developing instructive or promotional materials ; duration 3.75 years || title language school teacher ; skills teaching academic or vocational subjects, teaching and training, monitoring and evaluating the performance of individuals ; duration 1.25 years || title modern languages teacher secondary school ; skills teaching and training, monitoring and evaluating the performance of individuals, coaching and mentoring ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
188052,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,2353.1,"title language school teacher ; skills teaching academic or vocational subjects, teaching and training, monitoring and evaluating the performance of individuals ; duration 0.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
188307,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,4311.2,"title sales support assistant ; skills performing general clerical and administrative tasks, preparing financial documents, records, reports, or budgets, analysing business operations ; duration 2.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
188855,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,1345.1,"title headteacher ; skills managing budgets or finances, supervising a team or group, developing professional relationships or networks ; duration 16.75 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
190146,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,5246.1,"title food service worker ; skills complying with health and safety procedures, storing goods and materials, communicating with colleagues and clients ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
190372,train,283303,Interpreter,283303,retained_granular_class,R05,2643.2,interpreter,3435.25,"title theatre technician ; skills operating audio-visual equipment, creating visual displays and decorations, installing and repairing electrical, electronic and precision equipment ; duration 6.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
191187,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3343.1.7,"title supply chain assistant ; skills performing general clerical and administrative tasks, analysing business operations, monitoring operational activities ; duration 3.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
192646,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,2351.3;3412.6;2359.8;3343.1,"title education inspector ; skills monitoring and evaluating the performance of individuals, monitoring developments in area of expertise, complying with operational procedures ; duration 3.50 years || title volunteer mentor ; skills coaching and mentoring, leading and motivating, advocating for individual or community needs ; duration 2.50 years || title educational counsellor ; skills collaborating and liaising, monitoring and evaluating the performance of individuals, advising on educational or vocational matters ; duration 1.25 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 1.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
1934,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,3252.2,"title medical records manager ; skills managing information, maintaining or preparing medical documentation, working in teams ; duration 4.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
193684,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,7512.1,"title baker ; skills fabricating food and related products, operating food processing machinery, complying with health and safety procedures ; duration 3.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
194289,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.5,business developer,2431.5,"title business developer ; skills analysing business operations, identifying opportunities, developing professional relationships or networks ; duration 3.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
196926,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3343.1.7,"title supply chain assistant ; skills performing general clerical and administrative tasks, analysing business operations, monitoring operational activities ; duration 5.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
197538,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,5223.7.34;1420.3,"title telecommunications equipment specialised seller ; skills selling products or services, executing financial transactions, providing general assistance to people ; duration 1.25 years || title sales account manager ; skills promoting products, services, or programs, negotiating and managing contracts and agreements, maintaining operational records ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
200184,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,5223.4,"title sales assistant ; skills providing general assistance to people, executing financial transactions, selling products or services ; duration 5.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
20216,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.13,network marketer,2522.1.2;3422.4.7,"title system configurator ; skills setting up computer systems, developing operational policies and procedures, programming computer systems ; duration 0.50 years || title tennis coach ; skills monitoring and evaluating the performance of individuals, promoting products, services, or programs, planning events and programmes ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
202175,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3313.1,"title accounting assistant ; skills preparing financial documents, records, reports, or budgets, executing financial transactions, managing budgets or finances ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
202236,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,1221.3.2,"title marketing manager ; skills developing financial, business or marketing plans, analysing business operations, collaborating and liaising ; duration 3.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
202299,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3341.7,"title office manager ; skills performing general clerical and administrative tasks, managing and administering human resources, giving instructions ; duration 3.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
202733,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
203608,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.10.2,eBusiness manager,3324.4.11,"title wholesale merchant in electronic and telecommunications equipment and parts ; skills negotiating and managing contracts and agreements, engaging with others to identify needs, identifying opportunities ; duration 14.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
204196,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2166.7,"title digital media designer ; skills managing, gathering and storing digital data, using digital tools for processing sound and images, using digital tools for collaboration and productivity ; duration 2.75 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
204527,train,231109,Tutor,231109,retained_granular_class,R10,2359.4,assessor of prior learning,2511.1,"title computer scientist ; skills conducting academic or market research, technical or academic writing, programming computer systems ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
204675,train,243135,Digital Marketing Executive,243108,merged_to_six_digit_curated_anchor,R04,2431.14,pricing specialist,4312.2.1,"title financial markets back office administrator ; skills performing general clerical and administrative tasks, executing financial transactions, promoting, selling and purchasing ; duration 3.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
205459,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.5,business developer,5221.1,"title retail entrepreneur ; skills providing general assistance to people, developing professional relationships or networks, promoting products, services, or programs ; duration 3.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
207198,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,9333.8.1,"title warehouse order picker ; skills storing goods and materials, moving or lifting materials, equipment, or supplies, marking materials or objects for identification ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
207255,train,283303,Interpreter,283303,retained_granular_class,R05,2643.2,interpreter,2511.14;2643.2,"title ict system architect ; skills setting up computer systems, designing ict systems or applications, managing information ; duration 1.25 years || title interpreter ; skills translating and interpreting, technical or academic writing, using foreign languages ; duration 0.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
207395,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 9.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
207944,train,283302,Translator,283304,merged_to_six_digit_curated_anchor,R05,2643.4.1,lawyer linguist,2330.1,"title secondary school teacher ; skills teaching academic or vocational subjects, monitoring and evaluating the performance of individuals, teaching and training ; duration 6.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
207981,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.13,network marketer,2423.6;3412.3;2421.2;4120.1;2423.6,"title recruitment consultant ; skills protecting privacy and personal data, recruiting and hiring, developing professional relationships or networks ; duration 6.25 years || title life coach ; skills coaching and mentoring, developing professional relationships or networks, counselling on personal, family or social issues ; duration 5.25 years || title business consultant ; skills analysing business operations, analysing financial and economic data, advising on business or operational matters ; duration 4.75 years || title secretary ; skills performing general clerical and administrative tasks, managing, gathering and storing digital data, communicating with colleagues and clients ; duration 3.75 years || title recruitment consultant ; skills protecting privacy and personal data, recruiting and hiring, developing professional relationships or networks ; duration 0.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
209723,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,2431.10.4,"title online marketer ; skills promoting products, services, or programs, developing financial, business or marketing plans, using digital tools for collaboration and productivity ; duration 0.75 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
211801,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 2.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
211818,train,252416,Business Data Analyst,252416,retained_granular_class,R02,2511.10,ICT consultant,1420.4.12,"title computer software and multimedia shop manager ; skills selling products or services, complying with operational procedures, developing professional relationships or networks ; duration 1.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
212908,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 0.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
214160,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,4416.1,"title human resources assistant ; skills complying with operational procedures, planning events and programmes, monitoring and evaluating the performance of individuals ; duration 2.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
216558,train,231109,Tutor,231109,retained_granular_class,R10,2359.7,e-learning developer,4224.1.1,"title camping ground operative ; skills accompanying and welcoming people, promoting products, services, or programs, providing information to the public and clients ; duration 1.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
216936,train,231109,Tutor,231109,retained_granular_class,R10,2359.2,academic support officer,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 5.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
217045,train,231109,Tutor,231109,retained_granular_class,R10,2359.14,tutor,3313.1,"title accounting assistant ; skills preparing financial documents, records, reports, or budgets, executing financial transactions, managing budgets or finances ; duration 7.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
218748,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2431.13,"title network marketer ; skills selling products or services, promoting products, services, or programs, developing professional relationships or networks ; duration 2.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
218789,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,2411.1.7,"title financial auditor ; skills preparing financial documents, records, reports, or budgets, monitoring financial and economic resources and activity, analysing financial and economic data ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
220382,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3331.2.2,"title shipping agent ; skills ensuring compliance with legislation, collaborating and liaising, preparing documentation for contracts, applications, or permits ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
221343,train,254309,Character Designer,254309,retained_granular_class,R06,2166.3,animator,2166.14;2652.3,"title stop-motion animator ; skills operating audio-visual equipment, conducting academic or market research, organising, planning and scheduling work and activities ; duration 2.25 years || title musician ; skills performing artistic or cultural activities, composing music, working in teams ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
221550,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,4221.4,"title tourist information officer ; skills developing professional relationships or networks, promoting products, services, or programs, accompanying and welcoming people ; duration 6.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
221669,train,243110,Marketing Communications Specialist,243110,retained_granular_class,R04,2431.10,marketing consultant,1211.1.3,"title budget manager ; skills managing budgets or finances, monitoring financial and economic resources and activity, analysing financial and economic data ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
222871,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2431.10.4,"title online marketer ; skills promoting products, services, or programs, developing financial, business or marketing plans, using digital tools for collaboration and productivity ; duration 3.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
224974,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 11.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
225784,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,5132.1.1;5223.6,"title barista ; skills selling products or services, following instructions and procedures, training on operational procedures ; duration 1.25 years || title shop assistant ; skills executing financial transactions, selling products or services, packaging objects ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
226180,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,5311.1.2;2166.3,"title babysitter ; skills caring for children, preparing food and drinks, cleaning interior and exterior of buildings ; duration 2.75 years || title animator ; skills creating artistic designs or performances, creating visual displays and decorations, organising, planning and scheduling work and activities ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
227822,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3331.2.1.4,"title import export specialist in chemical products ; skills implementing new procedures or processes, planning production processes, managing transport and logistics activities ; duration 2.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
228609,train,252403,Data Analyst,252403,retained_granular_class,R02,2511.19,user experience analyst,2513.3,"title user interface designer ; skills managing, gathering and storing digital data, creating artistic designs or performances, creating visual displays and decorations ; duration 3.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
230666,train,231109,Tutor,231109,retained_granular_class,R10,2359.2,academic support officer,5131.2,"title waiter/waitress ; skills serving food and drinks, preparing food and drinks, advising on products and services ; duration 4.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
230989,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,5132.1,"title bartender ; skills serving food and drinks, preparing food and drinks, selling products or services ; duration 11.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
232152,train,242323,Human Resource Officer,242323,retained_granular_class,R03,2423.3,human resources officer,3412.3;3423.2.2;2359.13,"title life coach ; skills coaching and mentoring, developing professional relationships or networks, counselling on personal, family or social issues ; duration 7.50 years || title personal trainer ; skills providing medical advice, promoting products, services, or programs, diagnosing health conditions ; duration 7.50 years || title public speaking coach ; skills coaching and mentoring, giving feedback, teaching academic or vocational subjects ; duration 2.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
232179,train,254302,Graphic Designer,254307,merged_to_six_digit_curated_anchor,R06,2166.1,3D modeller,5223.4,"title sales assistant ; skills providing general assistance to people, executing financial transactions, selling products or services ; duration 4.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
233881,train,231109,Tutor,231109,retained_granular_class,R10,2359.11,learning mentor,9411.2;2351.1,"title quick service restaurant crew member ; skills preparing food and drinks, selling products or services, executing financial transactions ; duration 7.75 years || title curriculum administrator ; skills developing professional relationships or networks, developing educational programmes, advising on educational or vocational matters ; duration 2.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
234961,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 4.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
238327,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,1212.2;2423.6,"title human resources manager ; skills managing and administering human resources, complying with operational procedures, recruiting and hiring ; duration 1.50 years || title recruitment consultant ; skills protecting privacy and personal data, recruiting and hiring, developing professional relationships or networks ; duration 0.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
238911,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2513.4,"title web content manager ; skills managing, gathering and storing digital data, using digital tools for collaboration and productivity, ensuring compliance with legislation ; duration 19.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
239299,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,1111.6;1111.4,"title secretary of state ; skills advising on legal, regulatory or procedural matters, collaborating and liaising, mediating and resolving disputes ; duration 15.50 years || title mayor ; skills developing professional relationships or networks, advocating for individual or community needs, presenting general information ; duration 11.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
240101,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,5311.1.3;3343.1,"title child day care worker ; skills providing support to resolve problems, caring for children, complying with operational procedures ; duration 5.25 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 2.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
241223,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,1420.3,"title sales account manager ; skills promoting products, services, or programs, negotiating and managing contracts and agreements, maintaining operational records ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
242010,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.13,network marketer,5223.4,"title sales assistant ; skills providing general assistance to people, executing financial transactions, selling products or services ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
244397,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3341.7;3343.1,"title office manager ; skills performing general clerical and administrative tasks, managing and administering human resources, giving instructions ; duration 2.00 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 2.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
245150,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,2359.2,"title academic support officer ; skills monitoring and evaluating the performance of individuals, planning events and programmes, teaching academic or vocational subjects ; duration 7.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
245435,train,243110,Marketing Communications Specialist,243110,retained_granular_class,R04,2431.10,marketing consultant,3423.2.2,"title personal trainer ; skills providing medical advice, promoting products, services, or programs, diagnosing health conditions ; duration 2.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
245447,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,2642.1.9;1221.3.2.1,"title entertainment journalist ; skills developing professional relationships or networks, writing and composing, using digital tools for processing sound and images ; duration 7.50 years || title sales manager ; skills developing financial, business or marketing plans, analysing business operations, managing budgets or finances ; duration 0.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
246097,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,1221.5,"title digital marketing manager ; skills developing financial, business or marketing plans, promoting products, services, or programs, using digital tools for collaboration and productivity ; duration 1.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
246299,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,4225.1,"title customer service representative ; skills entering and transforming information, planning events and programmes, providing general assistance to people ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
246871,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,4416.1,"title human resources assistant ; skills complying with operational procedures, planning events and programmes, monitoring and evaluating the performance of individuals ; duration 1.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
247907,train,243135,Digital Marketing Executive,243123,merged_to_six_digit_curated_anchor,R04,2431.4,brand manager,2431.5,"title business developer ; skills analysing business operations, identifying opportunities, developing professional relationships or networks ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
248504,train,243135,Digital Marketing Executive,243101,merged_to_six_digit_curated_anchor,R04,2431.1,advertising copywriter,3332.1;5131.2,"title event assistant ; skills planning events and programmes, collaborating and liaising, directing operational activities ; duration 7.25 years || title waiter/waitress ; skills serving food and drinks, preparing food and drinks, advising on products and services ; duration 2.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
248908,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3313.1,"title accounting assistant ; skills preparing financial documents, records, reports, or budgets, executing financial transactions, managing budgets or finances ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
248913,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.5,business developer,9333.3,"title materials handler ; skills storing goods and materials, marking materials or objects for identification, loading and unloading goods and, materials ; duration 9.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
24977,train,252403,Data Analyst,252401,merged_to_six_digit_curated_anchor,R02,2511.4,data scientist,2511.4,"title data scientist ; skills managing, gathering and storing digital data, conducting academic or market research, technical or academic writing ; duration 0.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
249826,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,2166.7,"title digital media designer ; skills managing, gathering and storing digital data, using digital tools for processing sound and images, using digital tools for collaboration and productivity ; duration 3.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
250144,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,4416.1;4120.1;4416.1,"title human resources assistant ; skills complying with operational procedures, planning events and programmes, monitoring and evaluating the performance of individuals ; duration 7.00 years || title secretary ; skills performing general clerical and administrative tasks, managing, gathering and storing digital data, communicating with colleagues and clients ; duration 1.75 years || title human resources assistant ; skills complying with operational procedures, planning events and programmes, monitoring and evaluating the performance of individuals ; duration 1.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
250465,train,283302,Translator,283302,retained_granular_class,R05,2643.6,translator,1345.1;1212.1,"title headteacher ; skills managing budgets or finances, supervising a team or group, developing professional relationships or networks ; duration 9.50 years || title employee volunteering programme coordinator ; skills developing professional relationships or networks, promoting products, services, or programs, working in teams ; duration 8.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
250982,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,5223.1,"title car leasing agent ; skills negotiating and managing contracts and agreements, organising, planning and scheduling work and activities, developing professional relationships or networks ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
251038,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,1221.5;1321.2.2;1420.3,"title digital marketing manager ; skills developing financial, business or marketing plans, promoting products, services, or programs, using digital tools for collaboration and productivity ; duration 2.25 years || title industrial quality manager ; skills monitoring quality of products, monitoring safety or security, developing operational policies and procedures ; duration 2.25 years || title sales account manager ; skills promoting products, services, or programs, negotiating and managing contracts and agreements, maintaining operational records ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
